time,ankle_flexion,knee_flexion,hip_flexion
0.0,-49.25297284824785,18.41155471963179,10.846473692922434
0.008338029371584699,-50.481412854968056,17.38653100893668,9.909184948395692
0.016676058743169398,-51.64345277920492,16.358147585165668,8.947527831070024
0.0250140881147541,-52.72930083093263,15.333359625890395,7.968768076614917
0.033352117486338796,-53.7310976560571,14.318979227519062,6.980545231941953
0.041690146857923494,-54.64311432638934,13.32157982541289,5.990748954394699
0.0500281762295082,-55.461893515283236,12.347409043645309,5.007387236740098
0.058366205601092895,-56.18633514103635,11.402312192400524,4.038450637143271
0.06670423497267759,-56.81772974734173,10.491668523810189,3.091777024777429
0.0750422643442623,-57.359743791096804,9.62034214416662,2.1749214944117106
0.08338029371584699,-57.81836085600045,8.792649114667363,1.2950359124573056
0.09171832308743169,-58.20178176479888,8.012341728856024,0.4587620267705963
0.1000563524590164,-58.520284861135394,7.2826102394572,-0.32785875946000453
0.10839438183060109,-58.78604564380868,6.606101461299455,-1.0594569059888914
0.11673241120218579,-59.01291273090018,5.984952769565152,-1.7313866774846485
0.12507044057377048,-59.2161350609901,5.420839128423771,-2.339758816122503
0.13340846994535518,-59.412033544937515,4.915030009171769,-2.881455313271993
0.1417464993169399,-59.61760932492791,4.468452460101404,-3.354128502605633
0.1500845286885246,-59.85008070960606,4.081756218845263,-3.756187280006631
0.15842255806010927,-60.1263422046577,3.755376629616344,-4.086773540221871
0.16676058743169397,-60.46234251067574,3.4895912333087162,-4.3457319128462
0.17509861680327868,-60.87238477269423,3.284566207867859,-4.533575616037538
0.18343664617486338,-61.36836266547249,3.1403893078457097,-4.651450780777589
0.1917746755464481,-61.9589607464155,3.0570865413229664,-4.701100998371966
0.2001127049180328,-62.64886670164677,3.034620490963792,-4.684833179400762
0.20845073428961747,-63.43806478302645,3.0728689074724596,-4.605485150348436
0.21678876366120217,-64.3212996179121,3.1715829672009783,-4.466394813331106
0.22512679303278688,-65.28781087278091,3.330325395931184,-4.2713702018013135
0.23346482240437158,-66.32143379585568,3.54838953570242,-4.0246594142086805
0.24180285177595628,-67.40113174299671,3.824701395912515,-3.730919216638771
0.25014088114754096,-68.50197314669612,4.157707807140969,-3.3951810771091884
0.2584789105191257,-69.59649453269506,4.545254996572448,-3.0228135157240255
0.26681693989071037,-70.65631950825346,4.984463211409355,-2.619479899426337
0.27515496926229505,-71.65385172704302,5.471604374825798,-2.191091139340737
0.2834929986338798,-72.5638442850805,6.001991059650362,-1.7437531170178167
0.29183102800546445,-73.36467390487479,6.569886143169117,-1.2837090257000212
0.3001690573770492,-74.03920679096771,7.1684431470294845,-0.8172771207227014
0.30850708674863386,-74.57521571506572,7.789687226188365,-0.35078459641621834
0.31684511612021854,-74.96537483891882,8.424545820138851,0.10950157222459618
0.32518314549180327,-75.20690617227484,9.062935957373442,0.5574459658267997
0.33352117486338795,-75.30097478409903,9.693912080073018,0.9871174419763565
0.3418592042349727,-75.25193220532333,10.305874181128846,1.392862562891696
0.35019723360655736,-75.06649621482748,10.886831369976836,1.769379171571779
0.35853526297814203,-74.75293800915637,11.424711227635099,2.1117896403543965
0.36687329234972677,-74.32033023257344,11.907701084363318,2.415713317809614
0.37521132172131144,-73.77789445194438,12.324604236053686,2.6773375930923407
0.3835493510928962,-73.13447517749353,12.665192534122745,2.8934867693396975
0.39188738046448085,-72.39815890471934,12.920536916089569,3.0616875975571274
0.4002254098360656,-71.57604978163778,13.083299186622757,3.1802298985534008
0.40856343920765026,-70.67420722379342,13.147971365723832,3.248220240686646
0.41690146857923494,-69.6977440926749,13.111052700181295,3.2656262082551115
0.42523949795081967,-68.65107610994494,12.971158469953862,3.233308461033481
0.43357752732240434,-67.5383034248579,12.729058578731914,3.153037622536628
0.4419155566939891,-66.3636934716472,12.387647311330605,3.0274931077397396
0.45025358606557375,-65.13222085882234,11.951848443904524,2.860241356574846
0.45859161543715843,-63.85010640901061,11.428462108733894,2.6556915958652563
0.46692964480874316,-62.5252862422231,10.82596151776807,2.4190281919387577
0.47526767418032784,-61.1677367441531,10.154248925573194,2.1561198218899165
0.48360570355191257,-59.789586586659595,9.424381120487237,1.873406988908452
0.49194373292349725,-58.40496583791142,8.648275282574723,1.577770713595478
0.5002817622950819,-57.029574872191176,7.838406207100197,1.2763864135386362
0.5086197916666666,-55.679998142213066,7.007505613959667,0.9765679097042026
0.5169578210382514,-54.37283140691369,6.168273511080116,0.6856070702092035
0.5252958504098361,-53.12372492883421,5.333110356958638,0.41061476378130224
0.5336338797814207,-51.94646012734282,4.513877132263433,0.15836854382487212
0.5419719091530054,-50.85216902534111,3.721688494722622,-0.06482813115845917
0.5503099385245901,-49.84877731524358,2.9667421072458686,-0.25327122277977343
0.5586479678961749,-48.94071149058482,2.258185165058592,-0.40196311007527946
0.5669859972677596,-48.12886900955894,1.6040172635638388,-0.5066994663302358
0.5753240266393442,-47.41081702916816,1.011027173949462,-0.5641352339721742
0.5836620560109289,-46.78116490258296,0.48475991277930736,-0.5718297787314575
