time,left_heel,left_toe,right_heel,right_toe
0.0,33.65244886525918,-6.505223504169686,34.668902131074596,-8.764573762587219
0.008338029371584699,32.78209919061077,-8.312291943778712,36.07592886461905,-10.392118972384246
0.016676058743169398,31.80413802300416,-10.112473107110985,37.23061996434021,-12.047478728782476
0.0250140881147541,30.73659961133086,-11.823150783122651,38.0022744220295,-13.675786278620615
0.033352117486338796,29.590671884429092,-13.387847263001015,38.29449949025516,-15.229614643223028
0.041690146857923494,28.373768092384015,-14.776913364235625,38.049548963821046,-16.671930796137193
0.0500281762295082,27.095478103197244,-15.981096290603265,37.24697230042157,-17.976982268610904
0.058366205601092895,25.77225397708786,-17.003280002168804,35.900028236127326,-19.13129541717727
0.06670423497267759,24.42831468938735,-17.852331157969825,34.05092439401689,-20.135399095877258
0.0750422643442623,23.093231448732354,-18.54028072561076,31.76713379236142,-21.003997860129573
0.08338029371584699,21.79829940307807,-19.082071017483806,29.14149430462738,-21.76218873769595
0.09171832308743169,20.573489686061937,-19.496593835440734,26.29513957295819,-22.43837144985813
0.1000563524590164,19.445471301368602,-19.808123505416958,23.377523305846545,-23.057854008456108
0.10839438183060109,18.436141366268078,-20.047120765204195,20.557452574892466,-23.641035058893497
0.11673241120218579,17.560959575823176,-20.24931548553357,18.004643371202633,-24.206101143545762
0.12507044057377048,16.827061066290764,-20.453127583234444,15.868315305081811,-24.772544920486514
0.13340846994535518,16.232235335699478,-20.696378603861252,14.26091199061831,-25.361739049734105
0.1417464993169399,15.765994994862572,-21.012855696904815,13.249331498361219,-25.993958519994887
0.1500845286885246,15.412160034746986,-21.42905894689371,12.850166976342067,-26.68484385324128
0.15842255806010927,15.151045716743925,-21.961549688559415,13.026452976375113,-27.444320299751308
0.16676058743169397,14.960545360139959,-22.614812748782885,13.688259421563528,-28.277248597614232
0.17509861680327868,14.8169675825168,-23.379575961123727,14.701269714897988,-29.183000724414836
0.18343664617486338,14.696149927374243,-24.23259915371734,15.904895964823691,-30.153365487495492
